id,sourceDocumentId,topicId,type,questionText,options,correctAnswer,explanation,difficulty,createdAt,lastUsed,useCount
"480","2","5","case","Ein bestehendes Produkt hat in der Reifephase hohe Retouren. Welche Strategie könnte das Unternehmen anwenden, um die Situation zu verbessern?","[{""id"":""a"",""text"":""Produktverbesserung"",""correct"":true},{""id"":""b"",""text"":""Markenneuheit"",""correct"":false},{""id"":""c"",""text"":""Preiserhöhung"",""correct"":false},{""id"":""d"",""text"":""Erweiterung der Vertriebskanäle"",""correct"":false}]","","Eine Produktverbesserung ist eine geeignete Strategie, um die Produktqualität zu erhöhen und Retouren zu senken.","basic","2025-08-21T11:23:23.317Z","2025-08-21T11:26:37.230Z","1"
"481","2","5","assignment","Zu welchem Thema gehört folgender Begriff: Risk-Management","[{""id"":""a"",""text"":""Risikobewertung"",""correct"":true},{""id"":""b"",""text"":""Wettbewerbsanalyse"",""correct"":false},{""id"":""c"",""text"":""Mitarbeiterentwicklung"",""correct"":false},{""id"":""d"",""text"":""Budgetplanung"",""correct"":false}]","","Risk-Management bezieht sich auf die Identifikation, Bewertung und Steuerung von Risiken in einem Unternehmen.","basic","2025-08-21T11:23:23.317Z","2025-08-21T11:27:52.907Z","1"
"482","2","5","definition","Was ist eine Vision in der Unternehmensstrategie?","[{""id"":""a"",""text"":""Ein langfristiges Zukunftsbild des Unternehmens"",""correct"":true},{""id"":""b"",""text"":""Eine kurzfristige Verkaufsstrategie"",""correct"":false},{""id"":""c"",""text"":""Ein finanzplan"",""correct"":false},{""id"":""d"",""text"":""Ein Lieferantenvertrag"",""correct"":false}]","","Eine Vision beschreibt das langfristige Ziel und das gewünschte Zukunftsbild eines Unternehmens.","basic","2025-08-21T11:23:23.318Z","","0"
"483","2","5","case","Ein Unternehmen möchte für seine neue Produktlinie ein Lastenheft erstellen. Was ist darin enthalten?","[{""id"":""a"",""text"":""Anforderungen und Ziele aus Sicht des Auftraggebers"",""correct"":true},{""id"":""b"",""text"":""Technische Details zur Umsetzung"",""correct"":false},{""id"":""c"",""text"":""Finanzielle Auswertungen"",""correct"":false},{""id"":""d"",""text"":""Verkaufsziele"",""correct"":false}]","","Ein Lastenheft enthält die Anforderungen und Ziele aus der Sicht des Auftraggebers, die für die Erstellung eines Pflichtenhefts benötigt werden.","basic","2025-08-21T11:23:23.318Z","","0"
"484","2","5","definition","Was wird durch das Compliance-Management-System (CMS) geregelt?","[{""id"":""a"",""text"":""Einhaltung externer und interner Regeln"",""correct"":true},{""id"":""b"",""text"":""Kostenmanagement"",""correct"":false},{""id"":""c"",""text"":""Vertriebskanäle"",""correct"":false},{""id"":""d"",""text"":""Mitarbeiterrekrutierung"",""correct"":false}]","","Das Compliance-Management-System regelt die Einhaltung externer und interner Richtlinien und Gesetze.","basic","2025-08-21T11:23:23.318Z","","0"
"485","2","5","assignment","Zu welchem Thema gehört folgender Begriff: Ansoff-Matrix","[{""id"":""a"",""text"":""Wachstumsstrategien"",""correct"":true},{""id"":""b"",""text"":""Qualitätsmanagement"",""correct"":false},{""id"":""c"",""text"":""Personalentwicklung"",""correct"":false},{""id"":""d"",""text"":""Prozessoptimierung"",""correct"":false}]","","Die Ansoff-Matrix ist ein strategisches Werkzeug zur Identifikation von Wachstumsstrategien.","basic","2025-08-21T11:23:23.319Z","","0"
"486","2","5","case","Ein E-Commerce Unternehmen plant die Einführung eines neuen Online-Shops. Was ist eine wesentliche Anforderung, die zu beachten ist?","[{""id"":""a"",""text"":""DSGVO-Konformität"",""correct"":true},{""id"":""b"",""text"":""Produktkatalog einpflegen"",""correct"":false},{""id"":""c"",""text"":""Marktforschung durchführen"",""correct"":false},{""id"":""d"",""text"":""Lieferverträge abschließen"",""correct"":false}]","","Die Datenschutz-Grundverordnung (DSGVO) ist eine wesentliche Anforderung bei der Einführung eines neuen Online-Shops.","basic","2025-08-21T11:23:23.319Z","","0"
"487","2","5","definition","Was beschreibt die Unternehmenspolitik?","[{""id"":""a"",""text"":""Strategische Grundsatzentscheidungen des Unternehmens"",""correct"":true},{""id"":""b"",""text"":""Betriebsanleitungen für Mitarbeitende"",""correct"":false},{""id"":""c"",""text"":""Finanzielle Prognosen"",""correct"":false},{""id"":""d"",""text"":""Marketingstrategien"",""correct"":false}]","","Die Unternehmenspolitik umfasst grundlegende strategische Entscheidungen hinsichtlich Ziele, Handlungsrahmen und Organisation.","basic","2025-08-21T11:23:23.319Z","","0"
"488","2","5","assignment","Zu welchem Thema gehört folgender Begriff: Risiko-Management","[{""id"":""a"",""text"":""Identifizierung und Steuerung von Risiken"",""correct"":true},{""id"":""b"",""text"":""Vertriebssteuerung"",""correct"":false},{""id"":""c"",""text"":""Produktentwicklung"",""correct"":false},{""id"":""d"",""text"":""Mitarbeiterentwicklung"",""correct"":false}]","","Risiko-Management befasst sich mit der Identifizierung, Steuerung und Überwachung von Risiken innerhalb eines Unternehmens.","basic","2025-08-21T11:23:23.319Z","","0"
"489","2","5","case","Ein Unternehmen möchte seine Absatzmärkte erweitern. Welche Strategie sollte es nach der Ansoff-Matrix in Betracht ziehen?","[{""id"":""a"",""text"":""Marktentwicklung"",""correct"":true},{""id"":""b"",""text"":""Diversifikation"",""correct"":false},{""id"":""c"",""text"":""Produkterweiterung"",""correct"":false},{""id"":""d"",""text"":""Kostenführerschaft"",""correct"":false}]","","Die Marktentwicklung ist die Strategie, um bestehende Produkte in neuen Märkten einzuführen.","basic","2025-08-21T11:23:23.320Z","","0"
"490","2","5","assignment","Zu welchem Thema gehört folgender Begriff: Leitbild?","[{""id"":""a"",""text"":""Orientierung für alle Ebenen des Unternehmens"",""correct"":true},{""id"":""b"",""text"":""Finanzbericht für das Unternehmen"",""correct"":false},{""id"":""c"",""text"":""Personalhandbuch"",""correct"":false},{""id"":""d"",""text"":""Marktforschungsbericht"",""correct"":false}]","","Das Leitbild gibt Orientierung und Handlungsrahmen für alle Mitarbeiter des Unternehmens.","basic","2025-08-21T11:23:23.320Z","","0"
"491","2","5","definition","Was beschreibt die Vision eines Unternehmens?","[{""id"":""a"",""text"":""Ein langfristiges Ziel oder Zukunftsbild"",""correct"":true},{""id"":""b"",""text"":""Eine Umsatzprognose für das nächste Jahr"",""correct"":false},{""id"":""c"",""text"":""Eine Werbekampagne"",""correct"":false},{""id"":""d"",""text"":""Ein Mitarbeiterhandbuch"",""correct"":false}]","","Eine Vision beschreibt das langfristige Ziel und das gewünschte Zukunftsbild eines Unternehmens.","basic","2025-08-21T11:23:23.320Z","","0"
"492","2","5","case","Ein Unternehmen muss seine interne Kommunikation verbessern. Welche Maßnahme könnte helfen?","[{""id"":""a"",""text"":""Regelmäßige Mitarbeitergespräche führen"",""correct"":true},{""id"":""b"",""text"":""Schnellere Produktentwicklung"",""correct"":false},{""id"":""c"",""text"":""Verringerung der Betriebskosten"",""correct"":false},{""id"":""d"",""text"":""Erweiterung des Produktportfolios"",""correct"":false}]","","Regelmäßige Mitarbeitergespräche fördern die interne Kommunikation und den Austausch von Informationen.","basic","2025-08-21T11:23:23.320Z","","0"
"493","2","5","assignment","Zu welchem Thema gehört folgender Begriff: Innovationsmanagement?","[{""id"":""a"",""text"":""Förderung von Ideen und Verbesserungspotenzialen"",""correct"":true},{""id"":""b"",""text"":""Verwen-dung von Marketingstrategien"",""correct"":false},{""id"":""c"",""text"":""Kostenanalysen"",""correct"":false},{""id"":""d"",""text"":""Testmarktanalysen"",""correct"":false}]","","Innovationsmanagement befasst sich mit der Förderung neuer Ideen und Optimierungen in Unternehmen.","basic","2025-08-21T11:23:23.320Z","","0"
"494","3","6","definition","Was versteht man unter Anforderungsmanagement im E-Commerce?","[{""id"":""a"",""text"":""Teil des Requirements Engineerings und der Business-Analyse."",""correct"":true},{""id"":""b"",""text"":""Ein Prozess zur Vermarktung von Produkten."",""correct"":false},{""id"":""c"",""text"":""Ein System zur Verwaltung von Lagerbeständen."",""correct"":false},{""id"":""d"",""text"":""Die Gestaltung von Webseiten im Webdesign."",""correct"":false}]","","Anforderungsmanagement umfasst die Steuerung, Kontrolle und Verwaltung von Anforderungen innerhalb eines Projekts und ist eng mit dem Requirements Engineering verbunden.","basic","2025-08-21T11:32:11.363Z","2025-08-21T11:38:42.926Z","1"
"495","3","6","definition","Was sind die drei Managementbereiche des Anforderungsmanagements?","[{""id"":""a"",""text"":""Risikomanagement"",""correct"":true},{""id"":""b"",""text"":""Vertriebsmanagement"",""correct"":false},{""id"":""c"",""text"":""Änderungsmanagement"",""correct"":true},{""id"":""d"",""text"":""Umsetzungsmanagement"",""correct"":true}]","","Die drei Managementbereiche sind Risikomanagement, Änderungsmanagement und Umsetzungsmanagement.","basic","2025-08-21T11:32:11.363Z","2025-08-21T11:40:31.913Z","1"
"496","3","6","case","Ein Unternehmen möchte ein E-Commerce-System implementieren und hat folgende Ziele: Aufbau eines Online-Shops mit 1.000 Produkten und Erhöhung der Markenbekanntheit. Was sollte das Unternehmen als Erstes tun?","[{""id"":""a"",""text"":""Skalierungsstrategie abstimmen und Vorgaben festlegen."",""correct"":true},{""id"":""b"",""text"":""Mit der Schulung der Mitarbeiter beginnen."",""correct"":false},{""id"":""c"",""text"":""Das Login-System entwerfen."",""correct"":false},{""id"":""d"",""text"":""Die Webseite sofort launchen."",""correct"":false}]","","Das Unternehmen sollte zunächst die Skalierungsstrategie mit den Unternehmenszielen abstimmen und Vorgaben festlegen, bevor es mit der Umsetzung beginnt.","basic","2025-08-21T11:32:11.364Z","2025-08-21T11:41:32.589Z","1"
"497","3","6","assignment","Zu welchem Thema gehört folgender Begriff: Lastenheft","[{""id"":""a"",""text"":""Anforderungsmanagement"",""correct"":true},{""id"":""b"",""text"":""Prozessmanagement"",""correct"":false},{""id"":""c"",""text"":""Qualitätsmanagement"",""correct"":false},{""id"":""d"",""text"":""Logistikmanagement"",""correct"":false}]","","Das Lastenheft gehört zum Anforderungsmanagement, da es die Anforderungen des Auftraggebers beschreibt.","basic","2025-08-21T11:32:11.364Z","2025-08-21T11:41:06.128Z","1"
"498","3","6","case","Ein E-Commerce-System benötigt sowohl technische als auch inhaltliche Kompetenzen. Warum sind diese beiden Bereiche wichtig?","[{""id"":""a"",""text"":""Technisches Know-how sorgt für Funktionalität, inhaltliches für relevanten Inhalt."",""correct"":true},{""id"":""b"",""text"":""Technisches Know-how ist unwichtig."",""correct"":false},{""id"":""c"",""text"":""Inhaltliches Know-how ist unwichtig."",""correct"":false},{""id"":""d"",""text"":""Beide Bereiche sind für den technischen Support verantwortlich."",""correct"":false}]","","Technisches Know-how ist entscheidend für die funktionale Umsetzung, während inhaltliches Know-how wichtig ist, um die thematische und redaktionelle Qualität sicherzustellen.","basic","2025-08-21T11:32:11.364Z","2025-08-21T11:42:00.644Z","1"
"499","3","6","definition","Was ist eine ACID-Eigenschaft bei Transaktionssystemen?","[{""id"":""a"",""text"":""Atomicity"",""correct"":true},{""id"":""b"",""text"":""Cost"",""correct"":false},{""id"":""c"",""text"":""Isolation"",""correct"":true},{""id"":""d"",""text"":""Durability"",""correct"":true}]","","Die ACID-Eigenschaften sind Atomicity, Consistency, Isolation und Durability, die sicherstellen, dass Transaktionen zuverlässig durchgeführt werden.","basic","2025-08-21T11:32:11.364Z","2025-08-21T12:18:06.638Z","3"
"500","3","6","assignment","Zu welchem Thema gehört folgender Begriff: User Experience?","[{""id"":""a"",""text"":""Webdesign"",""correct"":false},{""id"":""b"",""text"":""Usability"",""correct"":true},{""id"":""c"",""text"":""Suchmaschinenoptimierung"",""correct"":false},{""id"":""d"",""text"":""Marketing"",""correct"":false}]","","User Experience bezieht sich auf die Usability und die Nutzererfahrung bei der Interaktion mit einer Anwendung oder Webseite.","basic","2025-08-21T11:32:11.364Z","2025-08-21T12:18:12.941Z","3"
"501","3","6","case","Ein Projektleiter muss die Rollen im Projektteam bestimmen. Was ist seine Hauptverantwortung?","[{""id"":""a"",""text"":""Gesamtverantwortung für das Projekt."",""correct"":true},{""id"":""b"",""text"":""Technische Unterstützung bieten."",""correct"":false},{""id"":""c"",""text"":""Finanzielle Entscheidungen treffen."",""correct"":false},{""id"":""d"",""text"":""Alle Aufgaben selbst übernehmen."",""correct"":false}]","","Der Projektleiter hat die Gesamtverantwortung für das Projekt und sorgt für die Koordination des Teams.","basic","2025-08-21T11:32:11.365Z","2025-08-21T11:38:53.849Z","1"
"502","3","6","assignment","Zu welchem Thema gehört folgender Begriff: Warenkorb?","[{""id"":""a"",""text"":""Checkout-Prozess"",""correct"":true},{""id"":""b"",""text"":""Produktpräsentation"",""correct"":false},{""id"":""c"",""text"":""E-Payment"",""correct"":false},{""id"":""d"",""text"":""Liefermanagement"",""correct"":false}]","","Der Warenkorb gehört zum Checkout-Prozess, da er eine Übersicht über die ausgewählten Artikel bereitstellt und Anpassungen ermöglicht.","basic","2025-08-21T11:32:11.365Z","2025-08-21T11:39:44.896Z","1"
"503","3","6","definition","Was wird unter Usability im E-Commerce verstanden?","[{""id"":""a"",""text"":""Die Benutzerfreundlichkeit und die Qualität der Nutzererfahrung."",""correct"":true},{""id"":""b"",""text"":""Die Kosten für den Online-Shop."",""correct"":false},{""id"":""c"",""text"":""Die Art der Produkte, die verkauft werden."",""correct"":false},{""id"":""d"",""text"":""Die Geschwindigkeitsoptimierung der Webseite."",""correct"":false}]","","Usability bezieht sich auf die Benutzerfreundlichkeit und die Qualität der Nutzererfahrung, insbesondere wie gut die Kunden die Funktionen einer Webseite verwenden können.","basic","2025-08-21T11:32:11.365Z","2025-08-21T11:40:42.042Z","1"
"504","3","6","definition","Was hat eine zentrale Rolle im Anforderungsmanagement?","[{""id"":""a"",""text"":""Requirements Engineer"",""correct"":true},{""id"":""b"",""text"":""Projektleiter"",""correct"":false},{""id"":""c"",""text"":""Marketing Manager"",""correct"":false},{""id"":""d"",""text"":""Systemadministrator"",""correct"":false}]","","Der Requirements Engineer hat die zentrale Rolle im Anforderungsmanagement, indem er die Umsetzung und Integration der Anforderungen überwacht.","basic","2025-08-21T11:32:11.365Z","2025-08-21T12:18:00.611Z","3"
"505","3","6","assignment","Zu welchem Thema gehört folgender Begriff: Risikoanalyse?","[{""id"":""a"",""text"":""Änderungsmanagement"",""correct"":false},{""id"":""b"",""text"":""Risikomanagement"",""correct"":true},{""id"":""c"",""text"":""Umsetzungsmanagement"",""correct"":false},{""id"":""d"",""text"":""Prozessmanagement"",""correct"":false}]","","Risikoanalyse ist ein zentraler Bestandteil des Risikomanagements und dient der Identifizierung und Bewertung potenzieller Risiken.","basic","2025-08-21T11:32:11.366Z","2025-08-21T11:39:52.172Z","1"
"506","3","6","case","Ein altes, etabliertes Geschäft möchte im E-Commerce Fuß fassen. Welcher Schritt ist in der Planungsphase entscheidend?","[{""id"":""a"",""text"":""Die Sicherstellung, dass das Kerngeschäft im Online-Shop abbildbar ist."",""correct"":true},{""id"":""b"",""text"":""Das Design des Online-Shops festzulegen."",""correct"":false},{""id"":""c"",""text"":""Den Preis für die Produkte zu bestimmen."",""correct"":false},{""id"":""d"",""text"":""Die Anzahl der Produkte zu erhöhen."",""correct"":false}]","","Im Rahmen der Planungsphase muss sichergestellt werden, dass das Kerngeschäft im Online-Shop abgebildet wird, um die Integrität des Geschäftsmodells zu wahren.","basic","2025-08-21T11:32:11.366Z","2025-08-21T12:42:09.364Z","3"
"507","3","6","assignment","Zu welchem Thema gehört folgender Begriff: Erfolgsfaktoren?","[{""id"":""a"",""text"":""Marketing"",""correct"":false},{""id"":""b"",""text"":""Anforderungsmanagement"",""correct"":true},{""id"":""c"",""text"":""Finanzplanung"",""correct"":false},{""id"":""d"",""text"":""Produktion"",""correct"":false}]","","Erfolgsfaktoren im E-Commerce sind oft eng mit dem Anforderungsmanagement verbunden, da detaillierte Anforderungen zu einem erfolgreichen Projektverlauf beitragen.","basic","2025-08-21T11:32:11.366Z","2025-08-21T11:42:16.993Z","1"
"508","3","6","case","Ein Unternehmen nutzt Workshops zur Anforderungserhebung. Was ist ein Vorteil dieser Methode?","[{""id"":""a"",""text"":""Gemeinsame Erarbeitung von Anforderungen in einem kreativen Austausch."",""correct"":true},{""id"":""b"",""text"":""Geringe Kosten."",""correct"":false},{""id"":""c"",""text"":""Kein Aufwand für die Beteiligten."",""correct"":false},{""id"":""d"",""text"":""Wenig Zeitaufwand."",""correct"":false}]","","Workshops ermöglichen die gemeinsame Erarbeitung von Anforderungen im Austausch, was den Konsens der Beteiligten fördert.","basic","2025-08-21T11:32:11.366Z","","0"
"509","3","6","assignment","Zu welchem Thema gehört folgender Begriff: Digital Payment?","[{""id"":""a"",""text"":""Kontaktloses Bezahlen"",""correct"":false},{""id"":""b"",""text"":""E-Payment"",""correct"":true},{""id"":""c"",""text"":""Stiftungsbeiträge"",""correct"":false},{""id"":""d"",""text"":""Versandarten"",""correct"":false}]","","Digital Payment ist ein Synonym für E-Payment und bezieht sich auf digitale Zahlungsmethoden im E-Commerce.","basic","2025-08-21T11:32:11.366Z","","0"
"510","3","6","definition","Was ist die Hauptfunktion eines Warenkorbs im E-Commerce?","[{""id"":""a"",""text"":""Eine Übersicht der ausgewählten Artikel bereitzustellen."",""correct"":true},{""id"":""b"",""text"":""Die Zahlung abzuwickeln."",""correct"":false},{""id"":""c"",""text"":""Der Lagerverwaltung zu dienen."",""correct"":false},{""id"":""d"",""text"":""Die Werbung zu steuern."",""correct"":false}]","","Die Hauptfunktion des Warenkorbs ist es, eine Übersicht über die ausgewählten Artikel zu bieten und dem Kunden zu ermöglichen, Mengen anzupassen oder Artikel zu entfernen.","basic","2025-08-21T11:32:11.367Z","","0"
"511","3","6","case","Ein E-Commerce-Projekt muss mit hoher Geschwindigkeit skalieren. Welches Architekturmodell wäre hierfür am besten geeignet?","[{""id"":""a"",""text"":""3-Schichten-Modell"",""correct"":false},{""id"":""b"",""text"":""4-Schichten-Modell"",""correct"":true},{""id"":""c"",""text"":""Ein-Schichten-Modell"",""correct"":false},{""id"":""d"",""text"":""einen Server"",""correct"":false}]","","Das 4-Schichten-Modell ermöglicht eine bessere Verteilung von Lasten und ist daher skalierbarer als das 3-Schichten-Modell.","basic","2025-08-21T11:32:11.367Z","","0"
"512","3","6","assignment","Zu welchem Thema gehört folgender Begriff: Prozessmanagement?","[{""id"":""a"",""text"":""Anforderungsmanagement"",""correct"":false},{""id"":""b"",""text"":""Change Management"",""correct"":false},{""id"":""c"",""text"":""Projektmanagement"",""correct"":true},{""id"":""d"",""text"":""Risikomanagement"",""correct"":false}]","","Prozessmanagement gehört zum Projektmanagement, da es sich mit der Gestaltung und Optimierung von Prozessen innerhalb von Projekten befasst.","basic","2025-08-21T11:32:11.367Z","","0"
"513","3","6","definition","Was bedeutet Risikomanagement im E-Commerce?","[{""id"":""a"",""text"":""Steuerung und Bewertung potenzieller Risiken."",""correct"":true},{""id"":""b"",""text"":""Die Einführung neues Produkte."",""correct"":false},{""id"":""c"",""text"":""Das Wachstum des Umsatzes."",""correct"":false},{""id"":""d"",""text"":""E-Commerce Marketing Strategien."",""correct"":false}]","","Risikomanagement umfasst die Identifizierung, Bewertung und Steuerung von potenziellen Risiken, die den Erfolg von E-Commerce-Projekten gefährden können.","basic","2025-08-21T11:32:11.367Z","","0"
"514","3","6","case","Ein traditionelles Geschäft muss sicherstellen, dass sein Online-Shop ab sofort live geschaltet werden kann. Was ist die letzte Maßnahme, die sie durchführen sollten, bevor sie live gehen?","[{""id"":""a"",""text"":""Schulungen für Mitarbeiter durchführen."",""correct"":false},{""id"":""b"",""text"":""Testen des Bestellprozesses."",""correct"":true},{""id"":""c"",""text"":""Analytics-Tools implementieren."",""correct"":false},{""id"":""d"",""text"":""Marketingkampagnen planen."",""correct"":false}]","","Das Testen des Bestellprozesses ist die letzte Maßnahme, um sicherzustellen, dass alles reibungslos funktioniert, bevor der Online-Shop live geht.","basic","2025-08-21T11:32:11.368Z","","0"
"515","3","6","assignment","Zu welchem Thema gehört folgender Begriff: Content Management System?","[{""id"":""a"",""text"":""Webentwicklung"",""correct"":false},{""id"":""b"",""text"":""Gesundheitsmanagement"",""correct"":false},{""id"":""c"",""text"":""Systemarchitektur"",""correct"":true},{""id"":""d"",""text"":""Preismanagement"",""correct"":false}]","","Ein Content Management System gehört zur Systemarchitektur, da es zur Verwaltung von Inhalten auf Webseiten eingesetzt wird.","basic","2025-08-21T11:32:11.368Z","","0"
"516","3","6","definition","Was definiert ein Pflichtenheft im E-Commerce?","[{""id"":""a"",""text"":""Umsetzung der Anforderungen des Lastenhefts."",""correct"":true},{""id"":""b"",""text"":""Die Marktstrategie des Unternehmens."",""correct"":false},{""id"":""c"",""text"":""Die Werbemaßnahmen des Unternehmens."",""correct"":false},{""id"":""d"",""text"":""Die rechtlichen Anforderungen für das Projekt."",""correct"":false}]","","Das Pflichtenheft beschreibt, wie die Anforderungen aus dem Lastenheft konkret umgesetzt werden sollen.","basic","2025-08-21T11:32:11.368Z","","0"
"517","3","6","case","Eine E-Commerce-Plattform möchte ihre Sicherheitsanforderungen verbessern. Was sollte sie dabei als primäre Maßnahme in Betracht ziehen?","[{""id"":""a"",""text"":""SSL-Verschlüsselung für die Website implementieren."",""correct"":true},{""id"":""b"",""text"":""Den Preis für Produkte senken."",""correct"":false},{""id"":""c"",""text"":""Neue Produkte hinzufügen."",""correct"":false},{""id"":""d"",""text"":""Werbung verstärken."",""correct"":false}]","","Die Implementierung von SSL-Verschlüsselung ist eine zentrale Maßnahme zur Verbesserung der Sicherheit bei der Datenübertragung auf E-Commerce-Plattformen.","basic","2025-08-21T11:32:11.368Z","","0"
"518","4","7","definition","Was versteht man unter Controlling im E-Commerce?","[{""id"":""a"",""text"":""Steuerung von Unternehmensprozessen durch Kennzahlen"",""correct"":true},{""id"":""b"",""text"":""Die Entwicklung neuer Produkte"",""correct"":false},{""id"":""c"",""text"":""Die Durchführung von Werbekampagnen"",""correct"":false},{""id"":""d"",""text"":""Die Gestaltung von Verträgen"",""correct"":false}]","","Controlling im E-Commerce bezeichnet die Steuerung von Unternehmensprozessen durch die Analyse und Bewertung von Kennzahlen.","basic","2025-08-21T11:49:54.997Z","2025-08-21T11:56:58.796Z","1"
"519","4","7","definition","Was ist eine Kennzahl?","[{""id"":""a"",""text"":""Eine einzelne Messgröße"",""correct"":false},{""id"":""b"",""text"":""Eine verdichtete Messgröße zur Beschreibung/Bewertung von Prozessen"",""correct"":true},{""id"":""c"",""text"":""Ein Werkzeug zur Erstellung von Marketingstrategien"",""correct"":false},{""id"":""d"",""text"":""Ein Begriff aus der Finanzbuchhaltung"",""correct"":false}]","","Eine Kennzahl ist eine verdichtete Messgröße, die zur Beschreibung oder Bewertung von Geschäftsprozessen dient.","basic","2025-08-21T11:49:54.998Z","2025-08-21T11:50:18.835Z","1"
"520","4","7","definition","Was ist der Conversion Funnel?","[{""id"":""a"",""text"":""Eine Grafik zur Darstellung von Verkaufszahlen"",""correct"":false},{""id"":""b"",""text"":""Eine Abfolge von Schritten, die ein Nutzer durchläuft bis zu einer Conversion"",""correct"":true},{""id"":""c"",""text"":""Ein Modell zur Entwicklung neuer Produkte"",""correct"":false},{""id"":""d"",""text"":""Ein Plan zur Kostenreduzierung"",""correct"":false}]","","Der Conversion Funnel beschreibt die Abfolge von Schritten, die ein Nutzer durchläuft, um eine gewünschte Handlung (Conversion) auszuführen.","basic","2025-08-21T11:49:54.998Z","2025-08-21T11:50:56.718Z","1"
"521","4","7","case","Ein Online-Shop erhält 1.000 Besucher. 340 davon schauen sich die Produktseite an. Wie hoch ist die Conversion Rate auf der ersten Grenze des Funnels?","[{""id"":""a"",""text"":""34 % (340/1000)"",""correct"":true},{""id"":""b"",""text"":""20 % (200/1000)"",""correct"":false},{""id"":""c"",""text"":""40 % (400/1000)"",""correct"":false},{""id"":""d"",""text"":""60 % (600/1000)"",""correct"":false}]","","Die Conversion Rate wird berechnet, indem die Anzahl der Nutzer, die eine bestimmte Aktion ausgeführt haben, durch die Gesamtanzahl der Besucher geteilt wird. In diesem Fall 340 von 1000 ist 34%.","basic","2025-08-21T11:49:54.999Z","2025-08-21T11:51:47.034Z","1"
"522","4","7","assignment","Zu welchem Thema gehört folgender Begriff: KPI?","[{""id"":""a"",""text"":""Controlling"",""correct"":true},{""id"":""b"",""text"":""Marketing"",""correct"":false},{""id"":""c"",""text"":""Vertrieb"",""correct"":false},{""id"":""d"",""text"":""Produktentwicklung"",""correct"":false}]","","KPI (Key Performance Indicator) ist ein Begriff aus dem Controlling, der für Leistungsindikatoren steht, um den Erfolg von Prozessen zu messen.","basic","2025-08-21T11:49:54.999Z","2025-08-21T11:50:31.021Z","1"
"523","4","7","definition","Was bedeutet die Retourenquote im E-Commerce?","[{""id"":""a"",""text"":""Der Anteil retournierten Artikeln"",""correct"":true},{""id"":""b"",""text"":""Der Anteil der Kaufverträge"",""correct"":false},{""id"":""c"",""text"":""Der Anteil der Besucher im Online-Shop"",""correct"":false},{""id"":""d"",""text"":""Der durchschnittliche Preis pro Artikel"",""correct"":false}]","","Die Retourenquote beschreibt den Anteil an Artikeln, die nach dem Kauf zurückgegeben werden.","basic","2025-08-21T11:49:54.999Z","2025-08-21T11:52:16.596Z","1"
"524","4","7","case","Ein Online-Shop hat in einem Monat 185.000€ Umsatz bei 1.250 Bestellungen erwirtschaftet. Berechne den durchschnittlichen Warenkorbwert (AOV).","[{""id"":""a"",""text"":""148€ (185.000/1.250)"",""correct"":true},{""id"":""b"",""text"":""150€"",""correct"":false},{""id"":""c"",""text"":""160€"",""correct"":false},{""id"":""d"",""text"":""140€"",""correct"":false}]","","Der durchschnittliche Warenkorbwert (AOV) wird berechnet, indem der Umsatz durch die Anzahl der Bestellungen geteilt wird.","basic","2025-08-21T11:49:55.000Z","2025-08-21T11:53:18.832Z","1"
"525","4","7","assignment","Zu welchem Thema gehört folgender Begriff: Business Intelligence (BI)?","[{""id"":""a"",""text"":""Datenanalyse"",""correct"":true},{""id"":""b"",""text"":""Personalmanagement"",""correct"":false},{""id"":""c"",""text"":""Vertrieb"",""correct"":false},{""id"":""d"",""text"":""Produktentwicklung"",""correct"":false}]","","Business Intelligence (BI) bezieht sich auf Technologien und Anwendungen für die Datenanalyse zur Unterstützung von Entscheidungsprozessen.","basic","2025-08-21T11:49:55.001Z","2025-08-21T13:20:24.040Z","3"
"526","4","7","assignment","Zu welchem Thema gehört folgender Begriff: Return on Investment (ROI)?","[{""id"":""a"",""text"":""Finanzkennzahlen"",""correct"":true},{""id"":""b"",""text"":""Kundenzufriedenheit"",""correct"":false},{""id"":""c"",""text"":""Beschaffungsmanagement"",""correct"":false},{""id"":""d"",""text"":""Produktdesign"",""correct"":false}]","","Return on Investment (ROI) ist eine Finanzkennzahl, die die Rentabilität eines Investments beschreibt.","basic","2025-08-21T11:49:55.001Z","2025-08-21T11:57:06.109Z","1"
"527","4","7","definition","Was bezeichnet die Abwanderungsrate (Churn Rate)?","[{""id"":""a"",""text"":""Den Anteil der verlorenen Kunden über einen bestimmten Zeitraum"",""correct"":true},{""id"":""b"",""text"":""Die Rate der Rücksendungen von Produkten"",""correct"":false},{""id"":""c"",""text"":""Die Rate der Neukunden in einem Monat"",""correct"":false},{""id"":""d"",""text"":""Die Anzahl der Produkte im Sortiment"",""correct"":false}]","","Die Abwanderungsrate (Churn Rate) gibt an, wie viele Kunden ein Unternehmen über einen bestimmten Zeitraum verliert.","basic","2025-08-21T11:49:55.001Z","2025-08-21T11:50:45.068Z","1"
